Files,Classes,CDR,FoS_mean,FoS_std,FoS_var
1221_left.jpg,0,0.1360544217687075,47.58919271,39.88552536,1590.855133
1227_left.jpg,0,0.7492354740061162,33.63390672,42.78971931,1830.960079
1230_right.jpg,0,0.4625,37.86784747,45.87693002,2104.692708
1241_right.jpg,0,0.28679245283018867,36.12235069,38.06456157,1448.910848
1227_right.jpg,0,0.5571955719557196,31.50368165,38.28704397,1465.897736
1246_right.jpg,0,0.16624685138539042,21.40141856,18.9830164,360.3549117
1239_right.jpg,0,0.5692068429237948,49.44412931,38.33716479,1469.738204
1230_left.jpg,0,0.38461538461538464,36.20350321,44.28535958,1961.193074
1231_left.jpg,0,0.27710843373493976,37.11646635,45.53779695,2073.690951
1248_right.jpg,0,0.2994652406417112,57.01481243,40.07011403,1605.614038
1226_left.jpg,0,0.07488986784140969,79.53136755,49.9886505,2498.865178
1250_right.jpg,0,0.10572687224669604,41.00138028,42.72826708,1825.704808
1234_left.jpg,0,0.335016835016835,26.79097879,34.88784459,1217.1617
1225_right.jpg,0,0.540084388185654,9.152109464,24.61261985,605.7810559
1246_left.jpg,0,0.2113970588235294,20.59131321,19.58775794,383.6802612
1238_right.jpg,0,0.5448275862068965,28.14077886,29.5542939,873.456288
1222_right.jpg,0,0.13165266106442577,13.67629278,18.74309017,351.3034292
1234_right.jpg,0,0.5304518664047151,26.88291498,36.1493795,1306.777638
1220_right.jpg,0,0.7188940092165899,73.67840821,44.82711997,2009.470685
1220_left.jpg,0,0.5576036866359447,72.90066906,44.90051877,2016.056586
1231_right.jpg,0,0.2524271844660194,42.50130052,51.06908485,2608.051427
1251_right.jpg,0,0.6651542649727767,51.43325729,65.33641299,4268.846862
1251_left.jpg,0,0.5870236869207003,45.6163344,61.04671192,3726.701036
1237_left.jpg,0,2.6944444444444446,55.41733738,48.18577136,2321.868562
1232_left.jpg,0,1.0,39.83176382,44.61991703,1990.936996
1266_left.jpg,0,0.5775577557755776,32.8228508,40.94152595,1676.208547
1262_left.jpg,0,0.03298350824587706,40.31742358,26.9078457,724.0321604
1258_left.jpg,0,0.8118811881188119,46.78299744,41.02590877,1683.125191
1260_left.jpg,0,0.5852713178294574,49.24661926,45.74486934,2092.593071
1261_left.jpg,0,0.2,60.02894988,48.1066161,2314.246513
1264_left.jpg,0,0.4418052256532066,42.67518763,36.7542261,1350.873136
1258_right.jpg,0,0.806949806949807,60.38504415,46.86466621,2196.296939
1259_left.jpg,0,0.038562091503267976,46.86177936,53.64353676,2877.629036
1266_right.jpg,0,0.5441176470588235,34.91108972,41.9787361,1762.214285
1260_right.jpg,0,0.27389705882352944,7.196768392,11.92016447,142.0903211
C0013771.jpg,1,0.013192612137203167,26.15303442,23.41052211,548.0525454
C0012090.jpg,1,0.45081967213114754,57.97417133,49.63956189,2464.086105
C0010282.jpg,1,0.09740259740259741,39.80066583,34.86983347,1215.905286
C0010629.jpg,1,0.12403100775193798,36.06063611,31.0899101,966.5825101
C0010281.jpg,1,0.4440993788819876,36.03103839,31.64795035,1001.592761
C0013770.jpg,1,0.29213483146067415,35.49833172,33.60096335,1129.024738
C0010628.jpg,1,0.28044280442804426,33.97649413,30.66406132,940.2846563
C0010785.jpg,1,0.38823529411764707,35.92260832,33.03241029,1091.14013
C0010829.jpg,1,0.32673267326732675,35.42299932,32.72283224,1070.78375
C0010832.jpg,1,0.7962184873949579,43.64967724,43.33629022,1878.03405
C0010831.jpg,1,0.025974025974025976,31.17702609,28.55205862,815.2200517
C0010787.jpg,1,0.32941176470588235,33.83527881,30.69875867,942.4137837
C0010783.jpg,1,0.4246153846153846,34.01912982,30.62620543,937.9644593
C0010630.jpg,1,0.1782477341389728,33.36522789,30.27585595,916.6274538
C0010784.jpg,1,0.4,33.23377472,29.96204674,897.7242451
C0013224.jpg,1,0.6346153846153846,53.75672666,47.16178257,2224.233735
C0013223.jpg,1,0.12,39.14274361,36.02919864,1298.103155
C0006485.jpg,1,0.5178571428571429,41.52902779,34.99023547,1224.316578
C0006483.jpg,1,0.3204633204633205,42.31325325,37.38723083,1397.805029
C0006484.jpg,1,0.2903225806451613,41.0498792,36.52345397,1333.96269
C0006486.jpg,1,0.3053435114503817,41.52505618,36.64681835,1342.989295
C0006537.jpg,1,0.23219814241486067,33.36592945,31.3885209,985.2392443
C0006536.jpg,1,0.2138728323699422,31.87186438,30.07168096,904.3059957
C0014497.jpg,1,0.9476190476190476,38.54499882,34.53650324,1192.770056
C0006539.jpg,1,0.27808988764044945,25.78504523,24.67482948,608.8472097
C0014500.jpg,1,0.7409638554216867,35.45961015,31.37390736,984.3220631
C0014499.jpg,1,0.8798283261802575,40.55674098,36.79823069,1354.109782
C0006538.jpg,1,0.31142857142857144,36.37164328,33.85594646,1146.225111
C0014498.jpg,1,0.8181818181818182,32.7627091,29.26932208,856.6932149
C0014690.jpg,1,0.17114093959731544,54.84688492,47.75104914,2280.162694
C0014685.jpg,1,0.10588235294117647,59.11137888,49.71757155,2471.836921
C0014686.jpg,1,0.20284697508896798,44.25662445,38.57353757,1487.917801
C0003886.jpg,1,0.35625,35.96692273,33.41214333,1116.371322
C0001980.jpg,1,0.20411392405063292,34.631859,34.18531038,1168.635446
C0003885.jpg,1,0.5676691729323309,38.09142442,33.64760078,1132.161038
drishtiGS_013.png,1,0.12110726643598616,19.32643487,16.89883478,285.5706168
drishtiGS_007.png,1,0.5397923875432526,76.02786622,39.5627264,1565.20932
Im0054_ORIGA.jpg,1,0.5724465558194775,71.01391602,50.94241813,2595.129965
Im0059_ORIGA.jpg,1,0.37789203084832906,67.84042311,47.62380738,2268.02703
Im0060_ORIGA.jpg,1,0.45517241379310347,73.93113677,53.04533056,2813.807095
Im0064_ORIGA.jpg,1,0.2896551724137931,71.5495472,53.01731241,2810.835415
Im0065_ORIGA.jpg,1,0.5065616797900262,59.78793001,42.93734063,1843.615221
Im0063_ORIGA.jpg,1,0.39045553145336226,69.68882561,49.11049846,2411.841059
Im0062_ORIGA.jpg,1,0.4267241379310345,70.25707006,49.13783605,2414.526931
Im0061_ORIGA.jpg,1,0.710997442455243,66.68691397,47.27579667,2235.000951
Im0068_ORIGA.jpg,1,0.43967828418230565,71.64201132,50.37569598,2537.710745
Im0070_ORIGA.jpg,1,0.3472222222222222,64.44749498,44.88096559,2014.301072
Im0067_ORIGA.jpg,1,0.3868421052631579,69.97450399,49.94862676,2494.865316
Im0071_ORIGA.jpg,1,0.3667621776504298,66.49280659,47.28357997,2235.736935
Im0073_ORIGA.jpg,1,0.19121447028423771,78.74224663,52.70889578,2778.227694
Im0074_ORIGA.jpg,1,0.35799522673031026,61.24084012,41.94441232,1759.333725
Im0086_ORIGA.jpg,1,0.6868686868686869,61.76475382,44.8925825,2015.343964
Im0085_ORIGA.jpg,1,0.28448275862068967,65.40071201,47.23985337,2231.603746
Im0088_ORIGA.jpg,1,0.39955357142857145,70.50035667,48.50633793,2352.864819
Im0089_ORIGA.jpg,1,0.4948186528497409,71.72595962,47.06357513,2214.980104
Im0096_ORIGA.jpg,1,0.23529411764705882,68.21106704,46.9168893,2201.194502
Im0101_ORIGA.jpg,1,0.43116883116883115,72.98868879,51.24035039,2625.573508
Im0102_ORIGA.jpg,1,0.3324468085106383,72.74711482,50.1198047,2511.994823
Im0112_ORIGA.jpg,1,0.4801980198019802,70.00448036,48.00366463,2304.351818
Im0113_ORIGA.jpg,1,0.5353535353535354,69.82963991,48.36968562,2339.626487
Im0125_ORIGA.jpg,1,1.6492537313432836,68.45244582,48.56849638,2358.89884
1018_right.jpg,1,0.27923627684964203,34.11984475,40.74771463,1660.376248
1006_left.jpg,1,0.01486988847583643,25.94232944,28.44098947,808.8898818
1023_left.jpg,1,0.2981220657276995,43.7157031,53.07368028,2816.815538
C0012623.jpg,2,0.26851851851851855,34.23558785,30.62225806,937.7226888
C0004246.jpg,2,0.1902834008097166,34.47468099,30.52419748,931.7266316
C0004249.jpg,2,0.3944223107569721,39.54383441,34.78278716,1209.842283
C0005450.jpg,2,0.35294117647058826,29.07240631,28.23651644,797.3008605
C0007102.jpg,2,0.45535714285714285,49.53629007,43.3530725,1879.488895
C0007106.jpg,2,0.2987551867219917,40.86687531,35.71163326,1275.32075
C0007104.jpg,2,0.5026178010471204,47.81824349,41.79735323,1747.018737
C0007245.jpg,2,0.2536231884057971,36.7169707,32.57081045,1060.857693
C0007156.jpg,2,0.0728643216080402,31.50315995,29.63955811,878.5034049
C0007240.jpg,2,0.2809224318658281,37.76888925,35.20221699,1239.196081
C0007237.jpg,2,0.41194029850746267,39.30205228,35.32750712,1248.032759
C0007238.jpg,2,0.45161290322580644,40.6925104,39.18058836,1535.118504
C0007158.jpg,2,0.12103746397694524,33.58839681,30.18028234,910.8494422
C0006326.jpg,2,0.1894150417827298,19.25829852,17.54027699,307.6613168
C0007155.jpg,2,0.13855421686746988,39.68399054,35.82544479,1283.462494
C0007157.jpg,2,0.23723723723723725,37.26895785,34.20696127,1170.1162
C0007239.jpg,2,0.2896341463414634,37.82194601,33.4606449,1119.614757
C0010452.jpg,2,0.40625,49.901422,43.29572199,1874.519543
C0010362.jpg,2,0.18571428571428572,51.58047376,43.62207602,1902.885516
C0010059.jpg,2,0.5436893203883495,46.26167958,40.2311202,1618.543033
263_right.jpg,2,0.3104693140794224,51.00460024,54.56970074,2977.852239
266_left.jpg,2,0.84,62.05248836,50.2275023,2522.801987
270_right.jpg,2,0.425531914893617,38.28491624,48.21187768,2324.38515
268_left.jpg,2,0.32229580573951433,53.52026624,65.04506266,4230.860176
267_right.jpg,2,0.2857142857142857,35.74934879,39.29355354,1543.98335
267_left.jpg,2,0.29014084507042254,35.65317025,38.35456055,1471.072315
270_left.jpg,2,0.09129511677282377,43.91461843,56.08705624,3145.757878
272_left.jpg,2,0.518341307814992,55.15399597,70.17938005,4925.145384
273_right.jpg,2,0.7464114832535885,47.16757981,57.11246128,3261.833234
271_left.jpg,2,0.3780487804878049,37.17035371,41.02969614,1683.435965
275_right.jpg,2,0.23868312757201646,67.67346383,46.4149792,2154.350294
274_right.jpg,2,0.1996615905245347,39.0642216,49.12837727,2413.597453
274_left.jpg,2,0.2762836185819071,44.0015796,53.5632433,2869.021033
272_right.jpg,2,0.75,53.41146824,67.59957117,4569.702023
279_left.jpg,2,0.17218543046357615,40.35353058,50.33261199,2533.371829
280_left.jpg,2,0.38114754098360654,49.4075762,58.99223537,3480.083834
276_left.jpg,2,0.3870967741935484,36.1886036,42.80473629,1832.245449
280_right.jpg,2,0.3319672131147541,47.80539815,58.03145229,3367.649455
282_left.jpg,2,0.35602094240837695,32.37297015,36.08743543,1302.302996
283_left.jpg,2,0.01557632398753894,33.95769974,42.45470865,1802.402287
286_left.jpg,2,0.5353982300884956,48.61977103,59.02208591,3483.606626
289_left.jpg,2,0.35664335664335667,43.42159636,53.12945491,2822.738979
289_right.jpg,2,0.5218855218855218,40.30672167,49.5720259,2457.385752
287_left.jpg,2,0.3104693140794224,72.89196198,40.01149912,1600.920062
293_left.jpg,2,0.13727359389895138,33.07291716,41.75640037,1743.596972
292_right.jpg,2,0.49411764705882355,61.78894336,44.41731694,1972.898044
292_left.jpg,2,0.6707317073170732,68.49521399,46.07097219,2122.534478
296_right.jpg,2,0.312015503875969,33.66828936,42.53092503,1808.879584
296_left.jpg,2,0.2725118483412322,39.35197442,48.36716135,2339.382297
295_right.jpg,2,0.7516483516483516,49.86639357,63.40050314,4019.623798
301_right.jpg,2,0.14736842105263157,33.76185544,38.81582679,1506.66841
300_right.jpg,2,0.3202247191011236,64.86488843,50.31570115,2531.669782
299_right.jpg,2,0.19883040935672514,34.09716407,41.20839519,1698.131834
299_left.jpg,2,0.21929824561403508,34.83005957,42.02424505,1766.037172
301_left.jpg,2,0.2671232876712329,34.2515494,38.63913056,1492.98241
306_right.jpg,2,0.18505942275042445,35.28803445,35.39099286,1252.522376
308_right.jpg,2,0.025423728813559324,38.53825763,48.01857709,2305.783746
310_right.jpg,2,0.125,51.75084082,64.09067781,4107.614982
311_left.jpg,2,0.2166172106824926,48.54928872,58.96887391,3477.32809
311_right.jpg,2,0.35018050541516244,49.2140554,58.68430926,3443.848154
314_left.jpg,2,0.2717391304347826,27.74502699,33.60819555,1129.510808
314_right.jpg,2,0.31113801452784506,33.13628026,42.51634075,1807.639231
316_left.jpg,2,0.48104265402843605,33.22730702,40.75819239,1661.230247
315_left.jpg,2,0.2015748031496063,24.14318094,32.28018504,1042.010346
317_right.jpg,2,0.3995859213250518,59.93157785,48.32643828,2335.444637
318_left.jpg,2,0.521551724137931,76.71371316,45.11398572,2035.271707
315_right.jpg,2,0.20741758241758243,26.08749143,34.59002566,1196.469875
316_right.jpg,2,0.5078534031413613,33.8793506,41.43602511,1716.944177
321_right.jpg,2,1.1764705882352942,42.47795705,46.49417877,2161.70866
322_right.jpg,2,0.16033755274261605,33.85245668,41.01669985,1682.369667
320_left.jpg,2,0.06274509803921569,61.08359167,36.8326177,1356.641727
321_left.jpg,2,0.4444444444444444,43.01049917,46.04989034,2120.592401
322_left.jpg,2,0.18169209431345354,29.70479458,37.12348899,1378.153435
319_right.jpg,2,0.2680115273775216,35.93495037,46.67593093,2178.642528
319_left.jpg,2,0.2156084656084656,35.56982337,46.7175506,2182.529534
325_left.jpg,2,0.695049504950495,42.20073695,54.55650188,2976.411897
326_right.jpg,2,0.20738137082601055,27.93965205,35.44535982,1256.373533
327_right.jpg,2,0.5567567567567567,41.0689044,45.39956264,2061.120288
327_left.jpg,2,0.6573426573426573,43.05876274,46.88270897,2197.9884
323_right.jpg,2,0.10013717421124829,54.33274434,70.51795137,4972.781466
331_right.jpg,2,0.9554455445544554,35.08225325,40.02491148,1601.993539
